DATE,TIME,EVENT,ADDRESS,LOCATION,Latitude,Longitude
6/21/2022,9:58:44 PM,FIRE ALARM,502 PORTOLA PZ,FRANZ HALL,34.0696422,-118.4412792
6/20/2022,12:09:56 PM,FIRE ALARM,11000 WEYBURN DR,WEYBURN TERRACE,34.0613656,-118.4491309
6/20/2022,7:39:08 AM,FIRE ALARM,11282 PORTOLA PZ,BUNCHE HALL,34.0741507,-118.4400738
6/20/2022,1:11:52 AM,FIRE ALARM,11282 PORTOLA PZ,BUNCHE HALL,34.0741507,-118.4400738
6/17/2022,8:06:14 PM,FIRE ALARM,250 DE NEVE DR,HEDRICK HALL,34.0731836,-118.4523152
6/14/2022,8:44:26 AM,FIRE ALARM,714 TIVERTON AVE,SCHOOL OF DENTISTRY,34.0660174,-118.4418704
6/13/2022,7:45:36 PM,FIRE ALARM,200 MEDICAL PZ,GONDA CENTER,34.0648474,-118.4471591
6/13/2022,9:18:03 AM,FIRE ALARM,502 PORTOLA PZ,FRANZ HALL,34.0696422,-118.4412792
6/13/2022,12:44:33 AM,FIRE ALARM,200 MEDICAL PZ,GONDA CENTER,34.0648474,-118.4471591
6/12/2022,6:27:02 PM,FIRE ALARM,200 MEDICAL PZ,GONDA CENTER,34.0648474,-118.4471591
6/10/2022,6:26:16 PM,FIRE ALARM,345 DE NEVE DR,HOLLY,34.071021,-118.4513531
6/10/2022,1:12:30 PM,FIRE ALARM,240 DE NEVE DR,HEDRICK SUMMIT,34.073962,-118.4525197
6/10/2022,12:38:18 AM,FIRE ALARM,510 LANDFAIR AVE,LANDFAIR APARTMENTS,34.0685132,-118.4504663
6/9/2022,6:58:59 PM,FIRE ALARM,825 WEYBURN TERRACE,OLIVE COURT,34.0621111,-118.450844
6/9/2022,4:03:00 AM,FIRE ALARM,270 DE NEVE DR,RIEBER TERRACE,34.0726243,-118.4520699
6/9/2022,2:03:11 AM,FIRE ALARM,715 GAYLEY AVE,GAYLEY COURT,34.0650434,-118.4482387
6/7/2022,10:38:26 PM,FIRE ALARM,310 DE NEVE DR,RIEBER HALL,34.0716817,-118.4515229
6/7/2022,9:52:22 PM,FIRE ALARM,310 DE NEVE DR,RIEBER HALL,34.0716817,-118.4515229
6/7/2022,5:35:15 PM,FIRE ALARM,250 DE NEVE DR,HEDRICK HALL,34.0731836,-118.4523152
6/7/2022,2:31:58 PM,FIRE ALARM,440 CHARLES E YOUNG DR W,MO OSTIN BASKETBALL CENTER,34.0692836,-118.4484764
6/7/2022,12:03:41 AM,FIRE ALARM,221 WESTWOOD PZ,WOODEN CENTER,34.0732112,-118.4451017
6/6/2022,4:48:46 PM,FIRE ALARM,250 DE NEVE DR,HEDRICK HALL,34.0731836,-118.4523152
6/5/2022,11:41:33 AM,FIRE ALARM,635 CHARLES E YOUNG DR S,NEUROSCIENCE RESEARCH BUILDING,34.0674153,-118.443463
6/4/2022,10:55:34 PM,FIRE ALARM,760 WESTWOOD PZ,SEMEL INSTITUTE,34.0658571,-118.4448153
6/4/2022,9:11:28 PM,FIRE ALARM,240 CHARLES E YOUNG DR N,BROAD ART CENTER,34.075885,-118.4409969
6/4/2022,3:04:31 AM,FIRE ALARM,621 CHARLES E YOUNG DR S,LIFE SCIENCES BUILDING,34.0671165,-118.4422156
6/2/2022,8:56:01 PM,FIRE ALARM,10745 DICKSON PZ,ROYCE HALL,34.0722226,-118.4420203
5/31/2022,9:47:45 AM,FIRE ALARM,235 CHARLES E YOUNG DR E,MELNITZ HALL,34.0764333,-118.4400098
5/29/2022,12:44:57 PM,FIRE ALARM,3270 SAWTELLE BLVD,SAWTELLE APARTMENTS,34.0213352,-118.4273037
5/28/2022,9:41:42 PM,ACTUAL FIRE,456 LANDFAIR AVE,WESTWOOD CHATEAU APARTMENTS,34.0693741,-118.4515833
5/28/2022,9:07:57 AM,FIRE ALARM,270 DE NEVE DR,RIEBER TERRACE,34.0726243,-118.4520699
5/27/2022,9:33:09 PM,FIRE ALARM,270 DE NEVE DR,RIEBER TERRACE,34.0726243,-118.4520699
5/26/2022,8:48:30 AM,FIRE ALARM,250 DE NEVE DR,HEDRICK HALL,34.0731836,-118.4523152
5/22/2022,2:20:58 AM,FIRE ALARM,757 WESTWOOD PZ,RONALD REAGAN UCLA MEDICAL CENTER,34.0664764,-118.4465738
5/21/2022,10:02:47 PM,FIRE ALARM,330 DE NEVE DR,SPROUL COVE,34.0729953,-118.4499786
5/20/2022,10:34:34 PM,FIRE ALARM,245 CHARLES E YOUNG DR E,MACGOWAN HALL,34.0758815,-118.4396813
5/19/2022,3:33:05 PM,FIRE ALARM,757 WESTWOOD PZ,RONALD REAGAN UCLA MEDICAL CENTER,34.0664764,-118.4465738
5/19/2022,1:17:40 PM,FIRE ALARM,200 STEIN PLAZA,DORIS STEIN RESEARCH CENTER,34.0646119,-118.4445969
5/19/2022,11:29:37 AM,FIRE ALARM,11000 WEYBURN DR,WEYBURN TERRACE,34.0613656,-118.4491309
5/19/2022,7:55:20 AM,FIRE ALARM,430 CHARLES E YOUNG DR W,WASSERMAN FOOTBALL CENTER,34.069298,-118.4475013
5/18/2022,2:56:33 PM,FIRE ALARM,757 WESTWOOD PZ,RONALD REAGAN UCLA MEDICAL CENTER,34.0664764,-118.4465738
5/18/2022,8:08:50 AM,ACTUAL FIRE,100 DE NEVE DR,EASTON SOFTBALL STADIUM,34.0763967,-118.4533646
5/17/2022,8:26:11 AM,FIRE ALARM,308 WESTWOOD PZ,ACKERMAN UNION,34.070418,-118.4441451
5/16/2022,8:56:58 AM,FIRE ALARM,345 DE NEVE DR,HOLLY,34.071021,-118.4513531
5/16/2022,7:42:46 AM,FIRE ALARM,757 WESTWOOD PZ,RONALD REAGAN UCLA MEDICAL CENTER,34.0664764,-118.4465738
5/15/2022,1:34:46 AM,FIRE ALARM,610 CHARLES E YOUNG DR E,TERASAKI LIFE SCIENCES BUILDING,34.0685617,-118.4403265
5/12/2022,8:20:08 AM,FIRE ALARM,200 MEDICAL PZ,GONDA CENTER,34.0648474,-118.4471591
5/11/2022,2:38:43 PM,FIRE ALARM,11000 WEYBURN DR,WEYBURN TERRACE,34.0613656,-118.4491309
5/10/2022,9:54:04 PM,FIRE ALARM,250 DE NEVE DR,HEDRICK HALL,34.0731836,-118.4523152
5/10/2022,8:32:49 AM,FIRE ALARM,200 MEDICAL PZ,MEDICAL PLAZA 200 PETER MORTON BUILDING,34.0648474,-118.4471591
5/8/2022,7:54:27 PM,FIRE ALARM,351 CHARLES E YOUNG DR W,DE NEVE PODIUM BUILDING,34.0704055,-118.4501706
5/8/2022,12:10:56 AM,FIRE ALARM,945 WEYBURN TERRACE,PALM COURT,34.0614388,-118.4499303
5/7/2022,4:39:59 PM,FIRE ALARM,404 WESTWOOD PZ,ENGINEERING 6,34.0697154,-118.4443057
5/7/2022,3:40:06 PM,FIRE ALARM,336 CHARLES E YOUNG DR N,PARKING STRUCTURE 7,34.0747297,-118.4444635
5/7/2022,10:12:07 AM,FIRE ALARM,10833 LE CONTE AVE,CENTER FOR HEALTH SCIENCES,34.0642829,-118.4423562
5/6/2022,11:48:21 AM,FIRE ALARM,200 MEDICAL PZ,MEDICAL PLAZA 200 PETER MORTON BUILDING,34.0648474,-118.4471591
5/5/2022,4:51:33 PM,FIRE ALARM,1070 VETERAN AVE,PARKING STRUCTURE 32,34.0599645,-118.4477465
5/5/2022,12:10:01 PM,FIRE ALARM,607 CHARLES E YOUNG DR E,YOUNG HALL,34.0688448,-118.4412088
5/4/2022,10:19:22 AM,FIRE ALARM,580 PORTOLA PZ,BOELTER HALL,34.0691503,-118.4427673
5/3/2022,1:03:01 AM,FIRE ALARM,100 STEIN PLAZA,JULES STEIN EYE INSTITUTE,34.0649352,-118.4438835
4/29/2022,9:58:32 AM,FIRE ALARM,618 CHARLES E YOUNG DR S,BOTANY BUILDING,34.0668155,-118.4411305
4/28/2022,8:58:03 AM,FIRE ALARM,11100 KINROSS AVE,KINROSS RECREATION CENTER,34.059970,-118.446960
4/28/2022,7:14:01 AM,FIRE ALARM,615 CHARLES E YOUNG DR S,BIOMEDICAL SCIENCES RESEARCH BUILDING,34.0673557,-118.4412028
4/27/2022,11:18:13 PM,FIRE ALARM,330 DE NEVE DR,DELTA TERRACE,34.0729953,-118.4499786
4/26/2022,3:36:05 AM,FIRE ALARM,607 CHARLES E YOUNG DR E,YOUNG HALL,34.0688448,-118.4412088
4/25/2022,1:21:13 AM,FIRE ALARM,310 DE NEVE DR,RIEBER HALL,34.0716817,-118.4515229
4/24/2022,2:56:17 PM,FIRE ALARM,250 DE NEVE DR,HEDRICK HALL,34.0731836,-118.4523152
4/24/2022,2:28:56 PM,FIRE ALARM,10833 LE CONTE AVE,CENTER FOR HEALTH SCIENCES,34.0642829,-118.4423562
4/24/2022,11:32:39 AM,FIRE ALARM,607 CHARLES E YOUNG DR E,YOUNG HALL,34.0688448,-118.4412088
4/22/2022,10:04:33 AM,FIRE ALARM,351 CHARLES E YOUNG DR W,DE NEVE PLAZA,34.0704055,-118.4501706
4/21/2022,11:56:46 PM,FIRE ALARM,337 CHARLES E YOUNG DR E,PUBLIC AFFAIRS BUILDING,34.0741192,-118.4392242
4/20/2022,8:40:31 PM,FIRE ALARM,420 WESTWOOD PZ,ENGINEERING 4,34.0687997,-118.4440275
4/20/2022,3:26:50 AM,FIRE ALARM,757 WESTWOOD PZ,RONALD REAGAN UCLA MEDICAL CENTER,34.0664764,-118.4465738
4/19/2022,8:46:57 AM,FIRE ALARM,11100 KINROSS AVE,KINROSS RECREATION CENTER,34.059970,-118.446960
4/17/2022,7:03:27 PM,FIRE ALARM,757 WESTWOOD PZ,RONALD REAGAN UCLA MEDICAL CENTER,34.0664764,-118.4465738
4/16/2022,12:55:18 AM,FIRE ALARM,10833 LE CONTE AVE,CENTER FOR HEALTH SCIENCES,34.0642829,-118.4423562
4/14/2022,5:03:58 PM,FIRE ALARM,10745 DICKSON PZ,ROYCE HALL,34.0722226,-118.4420203
4/11/2022,7:16:46 PM,FIRE ALARM,765 WEYBURN TER,MAGNOLIA COURT,34.0637379,-118.450633
4/8/2022,11:51:13 PM,FIRE ALARM,757 WESTWOOD PZ,RONALD REAGAN UCLA MEDICAL CENTER,34.0664764,-118.4465738
4/8/2022,6:50:26 PM,FIRE ALARM,757 WESTWOOD PZ,RONALD REAGAN UCLA MEDICAL CENTER,34.0664764,-118.4465738
